IP_1,Porta_1,IP_2,Porta_2,Protocollo,Pacchetti_Totali,Byte_Totali,Nome_Dominio_Associato,SNI_TLS,Host_HTTP,Organizzazione_WHOIS_IP_1,Organizzazione_WHOIS_IP_2
151.101.129.91,443,192.168.20.102,58500,TCP,46,13630,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
192.168.20.102,59044,23.216.150.207,443,TCP,50,10743,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI
150.171.27.10,443,192.168.20.102,52772,TCP,36,12688,N/A | N/A,N/A | N/A,N/A | N/A,MSFT,IP Privato/Riservato
104.18.18.71,443,192.168.20.102,36208,TCP,25,8379,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.102,47788,34.111.208.231,443,UDP,36,15382,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.102,51148,34.111.208.231,443,TCP,21,8376,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.102,37804,44.194.163.202,443,TCP,44,15770,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AMAZO-4
18.211.217.191,443,192.168.20.102,55418,TCP,50,33463,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.102,60325,192.178.203.97,443,UDP,411,374774,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,39080,192.178.203.97,443,TCP,24,10438,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,59774,34.232.134.151,443,TCP,25,9987,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
18.65.64.41,443,192.168.20.102,42126,TCP,31,10781,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
142.250.180.162,443,192.168.20.102,53667,UDP,27,22882,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
